iter	Logloss
0	0.6538003458
1	0.6210694657
2	0.5858689125
3	0.5550731159
4	0.5261949756
5	0.4956793094
6	0.4698727781
7	0.4458538509
8	0.4230255536
9	0.3994566588
10	0.3767292134
11	0.355943043
12	0.3345527251
13	0.3149306
14	0.2957323701
15	0.2785803687
16	0.2630201505
17	0.2477314593
18	0.2348269496
19	0.2215564662
20	0.2110223762
21	0.198760317
22	0.187840851
23	0.1787345529
24	0.1683953363
25	0.1601012303
26	0.1524186783
27	0.1443719468
28	0.1368531749
29	0.1297383103
30	0.1225466283
31	0.116356601
32	0.1107529931
33	0.1049979405
34	0.09970404483
35	0.09360239082
36	0.08886443421
37	0.083836057
38	0.07959884589
39	0.07576317129
40	0.0724983952
41	0.06861586658
42	0.06531047852
43	0.06210451703
44	0.05926507862
45	0.05625164901
46	0.05369152596
47	0.05146481326
48	0.0491956194
49	0.04699882042
50	0.04462975929
51	0.04231072605
52	0.04052685086
53	0.03868736349
54	0.03716241891
55	0.03571942386
56	0.03388251615
57	0.03238953641
58	0.03083333472
59	0.02923025884
60	0.02787433078
61	0.02679975033
62	0.0257408402
63	0.0247049144
64	0.02370720999
65	0.02278693744
66	0.02167675003
67	0.02085245987
68	0.02006055596
69	0.01928217164
70	0.01842569202
71	0.01773032471
72	0.01694846928
73	0.0163639115
74	0.01571520293
75	0.01517051526
76	0.01448999001
77	0.01394081352
78	0.01347355429
79	0.01297608125
80	0.01253270486
81	0.01202186881
82	0.01163726127
83	0.01117190305
84	0.01074468583
85	0.01020818076
86	0.009931645569
87	0.009589477034
88	0.009264818783
89	0.008973372805
90	0.008652870135
91	0.008294968348
92	0.008081236046
93	0.007723094604
94	0.007529788172
95	0.007305883734
96	0.007073739638
97	0.006838642614
98	0.006629444468
99	0.006443688058
100	0.006238638641
101	0.006015762167
102	0.005872506192
103	0.005731483013
104	0.005542616446
105	0.005397014267
106	0.005248272337
107	0.005105895393
108	0.004933101081
109	0.004765269433
110	0.004639660229
111	0.004509520306
112	0.004399545227
113	0.004254089965
114	0.004142158049
115	0.004014876243
116	0.003922155086
117	0.003770966716
118	0.003684644137
119	0.003565151431
120	0.00345276537
121	0.003345585951
122	0.003258812103
123	0.003174724411
124	0.003098969912
125	0.002986463146
126	0.002907221754
127	0.002825235943
128	0.002753065416
129	0.002688680827
130	0.002623274125
131	0.00254647266
132	0.00248775227
133	0.002421556872
134	0.00235966456
135	0.002292259192
136	0.00222483384
137	0.00217183851
138	0.002112246479
139	0.002069364645
140	0.0020007372
141	0.001937624497
142	0.001898817632
143	0.001846414893
144	0.001804529527
145	0.001754641222
146	0.001720055775
147	0.001673354349
148	0.001636533315
149	0.001598617212
150	0.001563627036
151	0.001525747808
152	0.001491721675
153	0.001459281866
154	0.001415639865
155	0.001394038134
156	0.001360850993
157	0.001333631389
158	0.001305468468
159	0.001279325112
160	0.001250933829
161	0.001220856972
162	0.001201111714
163	0.001176125267
164	0.001158714636
165	0.001137683023
166	0.001115503529
167	0.001094421665
168	0.001063843529
169	0.001048799264
170	0.001029581306
171	0.001006075068
172	0.0009827781826
173	0.0009628976294
174	0.000938527116
175	0.0009264928454
176	0.0009124584063
177	0.0008963701582
178	0.0008862579992
179	0.0008720535219
180	0.0008550597474
181	0.0008352534448
182	0.0008204042053
183	0.000807144317
184	0.0007966817732
185	0.0007794539982
186	0.0007627646823
187	0.0007501424677
188	0.0007329641883
189	0.0007226021012
190	0.0007088484726
191	0.0006988277154
192	0.0006855641169
193	0.0006759417337
194	0.000664151989
195	0.0006556579029
196	0.0006456989313
197	0.0006347542095
198	0.0006254701359
199	0.000613011176
